epoch,loss,learning_rate
0,0.8043861280553958,0.0010000000474974513
1,0.7970650995125788,0.0010000000474974513
2,0.7956817009451846,0.0010000000474974513
3,0.7946837384329223,0.0010000000474974513
4,0.7955020828276909,0.0010000000474974513
5,0.7942375663548034,0.0010000000474974513
6,0.7945707564345418,0.0010000000474974513
7,0.7935496288239601,0.0010000000474974513
8,0.7947876550727863,0.0010000000474974513
9,0.7946510498675032,0.0010000000474974513
10,0.795740089378141,0.0010000000474974513
11,0.7925929946645082,0.0010000000474974513
12,0.7928075926629238,0.0010000000474974513
13,0.7898011596182959,0.0010000000474974513
14,0.791652955585498,0.0010000000474974513
15,0.7912641734204503,0.0010000000474974513
16,0.7924310201346093,0.0010000000474974513
17,0.7915461213551062,0.0010000000474974513
18,0.7910157533471291,0.0010000000474974513
19,0.790677946065336,0.0010000000474974513
20,0.792057086710282,0.0010000000474974513
21,0.7900805398644225,0.0010000000474974513
22,0.79101134815361,0.0010000000474974513
23,0.7911596309406965,0.0005000000237487257
24,0.7887252222333676,0.0005000000237487257
25,0.7906425605407063,0.0005000000237487257
26,0.7886275879070784,0.0005000000237487257
27,0.7886553564607316,0.0005000000237487257
28,0.7894779883671432,0.0005000000237487257
29,0.7896249348273294,0.0005000000237487257
30,0.79014928321908,0.0005000000237487257
31,0.7860688999632687,0.0005000000237487257
32,0.788328956319763,0.0005000000237487257
33,0.7886884849389773,0.0005000000237487257
34,0.7874900694044042,0.0005000000237487257
35,0.7905534214569928,0.0005000000237487257
36,0.7879890866746351,0.0005000000237487257
37,0.7891285746437148,0.0005000000237487257
38,0.7880844013217095,0.0005000000237487257
39,0.7896793340116348,0.0005000000237487257
40,0.787101306749399,0.0005000000237487257
41,0.7886756515137061,0.0002500000118743628
42,0.7890424830961142,0.0002500000118743628
43,0.7880984239892965,0.0002500000118743628
44,0.7873197531991408,0.0002500000118743628
45,0.7890683951320324,0.0002500000118743628
46,0.7864918763237574,0.0002500000118743628
47,0.7871578660337376,0.0002500000118743628
48,0.7878770698860945,0.0002500000118743628
49,0.7859288165268086,0.0002500000118743628
50,0.7882132305629347,0.0002500000118743628
51,0.7881212137257669,0.0002500000118743628
52,0.7884463856664972,0.0002500000118743628
53,0.7881528297894334,0.0002500000118743628
54,0.7881188826175923,0.0002500000118743628
55,0.7872736050399893,0.0002500000118743628
56,0.7868927217069769,0.0002500000118743628
57,0.7853029975234681,0.0002500000118743628
58,0.7882055190610516,0.0002500000118743628
59,0.7872870688785103,0.0002500000118743628
60,0.7880688425379941,0.0002500000118743628
61,0.7860979407635008,0.0002500000118743628
62,0.7879731025329222,0.0002500000118743628
63,0.7877644992059405,0.0002500000118743628
64,0.789206573857312,0.0002500000118743628
65,0.7876664474073696,0.0002500000118743628
66,0.7880453885454103,0.0002500000118743628
67,0.7884132143673936,0.0001250000059371814
68,0.7883696395268883,0.0001250000059371814
69,0.7857492412568133,0.0001250000059371814
70,0.7897895216959594,0.0001250000059371814
71,0.7871591063733606,0.0001250000059371814
72,0.7861613918615326,0.0001250000059371814
73,0.7883383132455175,0.0001250000059371814
74,0.7881620210707543,0.0001250000059371814
75,0.7875604625964477,0.0001250000059371814
76,0.787704687276955,0.0001250000059371814
77,0.7868217334986017,6.25000029685907e-05
78,0.7870458241316787,6.25000029685907e-05
79,0.7883984412958,6.25000029685907e-05
80,0.7872459625512255,6.25000029685907e-05
81,0.7874722835275925,6.25000029685907e-05
82,0.7866551584261109,6.25000029685907e-05
83,0.7855941392436926,6.25000029685907e-05
84,0.7872921533003467,6.25000029685907e-05
85,0.786500704586861,6.25000029685907e-05
86,0.7887191995445537,6.25000029685907e-05
87,0.787997263193983,3.125000148429535e-05
